 written on 18Nov2020 at 17:20:51 
           8
         149
    1    1    2    2    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    2    2    1    1
   -7   -4    0    1    1   -0.000159    0.000012
   -7   -4    0    2    1    0.002117   -0.000461
   -7   -4    0    3    1   -0.000670    0.000580
   -7   -4    0    4    1    0.001123   -0.000400
   -7   -4    0    5    1   -0.002000   -0.000523
   -7   -4    0    6    1    0.001677   -0.000709
   -7   -4    0    7    1   -0.003182    0.003377
   -7   -4    0    8    1    0.001759    0.000488
   -7   -4    0    1    2   -0.002754   -0.001294
   -7   -4    0    2    2   -0.002981    0.000522
   -7   -4    0    3    2    0.000362   -0.002334
   -7   -4    0    4    2   -0.001151   -0.001837
   -7   -4    0    5    2    0.003619   -0.001604
   -7   -4    0    6    2   -0.001372   -0.000145
   -7   -4    0    7    2    0.004310    0.000678
   -7   -4    0    8    2   -0.000049   -0.004005
   -7   -4    0    1    3    0.001890    0.002224
   -7   -4    0    2    3   -0.001336    0.003848
   -7   -4    0    3    3    0.000295   -0.002187
   -7   -4    0    4    3    0.000621    0.001762
   -7   -4    0    5    3    0.001519   -0.000636
   -7   -4    0    6    3   -0.001020    0.004464
   -7   -4    0    7    3   -0.002112   -0.004036
   -7   -4    0    8    3   -0.001385    0.002391
   -7   -4    0    1    4   -0.000254   -0.001113
   -7   -4    0    2    4    0.003621    0.003922
   -7   -4    0    3    4   -0.003149   -0.001000
   -7   -4    0    4    4   -0.001851    0.000578
   -7   -4    0    5    4   -0.000838   -0.006097
   -7   -4    0    6    4    0.004381    0.002032
   -7   -4    0    7    4   -0.004080    0.001377
   -7   -4    0    8    4   -0.002184    0.000075
   -7   -4    0    1    5    0.003828    0.000613
   -7   -4    0    2    5    0.000564   -0.001414
   -7   -4    0    3    5    0.000994    0.000597
   -7   -4    0    4    5    0.002135    0.001293
   -7   -4    0    5    5   -0.000899    0.003766
   -7   -4    0    6    5    0.001046   -0.000451
   -7   -4    0    7    5   -0.003587    0.001407
   -7   -4    0    8    5    0.002141    0.003898
   -7   -4    0    1    6   -0.003712   -0.003322
   -7   -4    0    2    6    0.000691   -0.001717
   -7   -4    0    3    6   -0.000661    0.000801
