 written on 11May2017 at 21:54:08 
          16
         151
    2    1    1    1    2    2    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    2    2    1    1    1
    2
   -8    4    0    1    1    0.000081    0.000000
   -8    4    0    2    1   -0.002923    0.000000
   -8    4    0    3    1    0.000000    0.000000
   -8    4    0    4    1    0.000009    0.000000
   -8    4    0    5    1    0.000330    0.000000
   -8    4    0    6    1   -0.003176    0.000001
   -8    4    0    7    1    0.000000    0.000000
   -8    4    0    8    1   -0.000001    0.000000
   -8    4    0    9    1   -0.000026    0.000000
   -8    4    0   10    1    0.000373    0.000000
   -8    4    0   11    1    0.000000    0.000000
   -8    4    0   12    1    0.001335    0.000000
   -8    4    0   13    1    0.000023    0.000000
   -8    4    0   14    1   -0.000012    0.000000
   -8    4    0   15    1    0.000000    0.000000
   -8    4    0   16    1   -0.001040    0.000000
   -8    4    0    1    2    0.001183    0.000000
   -8    4    0    2    2    0.001548    0.000000
   -8    4    0    3    2    0.000000   -0.000001
   -8    4    0    4    2   -0.000021    0.000000
   -8    4    0    5    2   -0.002160   -0.000001
   -8    4    0    6    2    0.001605    0.000004
   -8    4    0    7    2    0.000000    0.000001
   -8    4    0    8    2    0.000009    0.000000
   -8    4    0    9    2   -0.000160    0.000000
   -8    4    0   10    2   -0.000551   -0.000002
   -8    4    0   11    2    0.000000   -0.000001
   -8    4    0   12    2    0.002378    0.000000
   -8    4    0   13    2    0.000246    0.000000
   -8    4    0   14    2   -0.000055    0.000001
   -8    4    0   15    2    0.000000   -0.000002
   -8    4    0   16    2   -0.002958    0.000001
   -8    4    0    1    3    0.000000    0.000000
   -8    4    0    2    3    0.000000    0.000001
   -8    4    0    3    3    0.000080    0.000000
   -8    4    0    4    3    0.000000    0.000000
   -8    4    0    5    3    0.000000    0.000000
   -8    4    0    6    3    0.000000   -0.000001
   -8    4    0    7    3    0.000232    0.000000
   -8    4    0    8    3    0.000000    0.000000
   -8    4    0    9    3    0.000000    0.000000
   -8    4    0   10    3    0.000000    0.000001
   -8    4    0   11    3    0.000303    0.000001
   -8    4    0   12    3    0.000000    0.000000
   -8    4    0   13    3    0.000000    0.000000
   -8    4    0   14    3    0.000000   -0.000001
   -8    4    0   15    3   -0.000949    0.000000
   -8    4    0   16    3    0.000000    0.000000
   -8    4    0    1    4   -0.000009    0.000000
   -8    4    0    2    4   -0.000011    0.000000
   -8    4    0    3    4    0.000000    0.000000
   -8    4    0    4    4    0.000067    0.000000
   -8    4    0    5    4    0.000002    0.000000
   -8    4    0    6    4   -0.000020    0.000000
   -8    4    0    7    4    0.000000    0.000000
   -8    4    0    8    4    0.000244    0.000000
   -8    4    0    9    4   -0.000238    0.000000
   -8    4    0   10    4    0.000686   -0.000001
   -8    4    0   11    4    0.000000    0.000000
   -8    4    0   12    4   -0.000067    0.000000
   -8    4    0   13    4    0.000156    0.000000
   -8    4    0   14    4    0.000686    0.000000
   -8    4    0   15    4    0.000000    0.000000
   -8    4    0   16    4    0.000390    0.000000
   -8    4    0    1    5    0.000331    0.000000
   -8    4    0    2    5    0.003200    0.000001
   -8    4    0    3    5    0.000000    0.000000
   -8    4    0    4    5   -0.000001    0.000000
   -8    4    0    5    5    0.000077    0.000000
   -8    4    0    6    5    0.002943    0.000000
   -8    4    0    7    5    0.000000    0.000000
   -8    4    0    8    5    0.000009    0.000000
   -8    4    0    9    5    0.000022    0.000000
   -8    4    0   10    5    0.000008    0.000000
   -8    4    0   11    5    0.000000    0.000000
   -8    4    0   12    5   -0.001046    0.000000
   -8    4    0   13    5   -0.000025    0.000000
   -8    4    0   14    5   -0.000373    0.000000
   -8    4    0   15    5    0.000000    0.000000
   -8    4    0   16    5    0.001345    0.000000
   -8    4    0    1    6    0.002141   -0.000001
   -8    4    0    2    6    0.001602   -0.000004
